Unnamed: 0,tweet,sentiment
1102902,@philippatston Awesome! Enjoy it. I have been.  Mum and Dad had the brilliant idea to skip town for most of the weekend ,1.0
92337,"it's nice to be in my own bed, buttt i'm still not happy. ",0.0
2314775,grrrr i never win,0.0
2720126,wake up wake up sunday morning,1.0
1251907,Quiznos is kind of delicious. ,1.0
1430523,@BertBates Going to the basement to find my copy of &quot;Inner Game of Golf&quot;. My golf game still sucks - here's hoping my writing improves! ,1.0
1706783,you not following me and i been following you for awhile now,0.0
1094830,has been very busy ! Just finished perfomring in Titanic the Musical at the Gordon Craig Theatre ,1.0
1681825,resting my sprained ankle i rolled it yesterday at netball,0.0
1701875,kinnon isn t home so i m sitting in his chair tonight now i see why he won t share comfy too bad theres nothing on tv tonight,0.0
2526801,getting into beach body shape marines style,1.0
680272,at lumiere now. Damn bored. ,0.0
2435320,ya hamachi is vpn system if u r onl u can see my dsktp i ll buy cam most probably in july after exam i have bolt dvd rip,1.0
2539395,how s that working for you,1.0
490697,im so annoyed i cant get all my photos loaded to the comp  2night was goooood!,0.0
2330898,we r all worried cuz you said at least a yr off in interview dew talking break up talk amp jon said its over after this tour,0.0
2776862,up early am early only had a couple hrs of sleep day it s monday time focus ppl,1.0
1149244,"@SinnamonLove  Oh OK, well, do whatcha can then I guess. Gotta keep that butt tight ",1.0
347610,@BSmoutie ah shit i forgot about that ,0.0
984601,Wow! that was a busy start to the day/week. Morning all! ,1.0
245859,Ugh I really hate chicken ,0.0
1850435,apparently i do need another drabble to qual remix is hard,0.0
2535605,it s all good thank god it over and i survived damn those blended gay drinks,1.0
1455942,: just got back from the club and still partying at home.. love my peruvian ppl ,1.0
1042130,@october_sky I always knew you were the best! Congrats dear friends! ,1.0
831630,"@JoieElectric Awesome, i hope to be hearing you on radio 1 if the hospital radio becomes a success  Chloe xx",1.0
1478035,@ash1111 I do tend to gravitate towards old school everything ...  Unless someone shoves a new song in my face I like.,1.0
189868,no electricity this morning.... another winter without Eskom getting their act together.. ,0.0
542398,is downloading 6P! eeeew!  UTS!,0.0
2930452,cant wait for next weekend it going to be fab,1.0
994960,@tomgetc01 Speak for yourself. @sfeuer  ,1.0
2957925,my little guy just said quot daddy quot he s been trying for a few days now and he just came out with it clear as day,1.0
1935655,wish u were behind this desk then i could have my real name,0.0
2244215,hey you came on just when i have to go,0.0
2257020,has got a really bad cold haven t eaten in more the something hours,0.0
3142291,"ES - Globex Session - Plus3Fuse is 3050.00 - as always firm above/weak below. 

*please check the pinned tweet for more info on the Fuse

#Plus3Fuse $SPY $SPX $ES",2.0
2148046,really no girl of your dreams anymore sorry no guy for me either am consoled by enjoying kradam info and songs lol,0.0
83521,"Just woken up and have been commanded to study, which usually I'd agree with- but of's sooo sunny outside  I feel a thunderstorm later",0.0
2516070,good morning fellow simmers am here in blustery old england what about where you are,1.0
1866478,going back home tomorrow,0.0
1805482,watching old episodes of because there is no sun,0.0
1560191,@Alhyta Yes Alhy! It's so cute! I love it!  Yaaaaay Rob! I looove him  &lt;3,1.0
1927851,and the weather is shite this weekend,0.0
2599785,i didn t feel like forcing it always been that way with photos happens naturally or it doesnt good you tho nice snap,1.0
2709849,sunshine planning to cycle in the dunes today and then a bbq lovely,1.0
1855877,i m off tues,0.0
605154,@jackpercival Yeah ... I even rang them up to see if you can change days but you can't  But applied for all the others so might get them,0.0
2823497,feeling better after a good lie down panadeine helping too,1.0
2297991,now she is going to shoot herself,0.0
44106,@myfriendamy yep! we're meeting for breakfast and then going to the Holocaust museum. unfortunately i don't have a camera ,0.0
1419276,http://twitpic.com/6rudv - Rita with the Gooch taking a beauty break of her own ,1.0
1281921,@hadez2000 so far i'm liking it ,1.0
1529823,Morning tweeps! Let's get some Monday morning motivation going!!! ,1.0
700135,Has a cold ,0.0
2310195,woke up at but realized that i don t need to get up till so i tried to go back to sleep but i just cannn t oh well i m up and,0.0
1972471,damn i just missed y all my flight left at,0.0
2197625,got my food handler s license but still no job,0.0
2323938,your phone never text me i feel left out,0.0
1924156,radar s showing rain there s some more behind this bank but it s moving from the ne not the w as is normal something is going to happen,0.0
199679,"thanks to my state of mind last night and marisa, i still smell like a parfume bath ",0.0
2284298,wow worst headache in months someone make it stop,0.0
1443779,"@Wardere hahaha, i deff will ",1.0
1160122,@Dimsel thank you hope you are well have a good day ,1.0
730726,"work, shopping, coursework  boo.",0.0
1837821,how d you get burned sounds nasty sorry to hear about it,0.0
2344885,sad i m unable to use my macbook my stupid charger is messed up,0.0
161064, goodnight everyone.,0.0
1844637,about to perform with the southwest washington wind symphony might be my last concert with them for a while thanks to mba in the fall,0.0
2211673,hi nathy its great to see you too i m so sorry to hear about diddy maybe we could catch up one thursday for a coffee,0.0
798921,@shenangagain ,0.0
641705,i have to be at work... in 3 hrs ,0.0
995863,Due to &quot;Victoria Day&quot; holiday all orders from Friday-Monday will go out a day later as postal services in Canada have the day off  Thx ~,1.0
2988949,had another great night with mr russ,1.0
2706276,got it james blunt,1.0
2672847,oh i ve got to go i promise i ll see it later thnx,1.0
1061019,"follow @BabyBree96, she's raw! simple as that!!   ",1.0
2469847,don t worry they are use to it we always give them grief they usually take it well nearly always,1.0
487905,@emilycrocker I know what you mean... exams start tomorrow.  but then next tuesday I leave for Spain and France for 14 days. ,0.0
740416,@garydale I use it to keep my LinkedIn profile up to date too ;) Otherwise I can't do it  Just wish pingfm and tweetdeck worked together,0.0
355769,i wish the sun would come back ,0.0
2064673,had a crazy ass weekend but it was fun just hate spending my monday cleaning up the mess,0.0
994910,Now going - any replies appreciated - thank you in advance ,1.0
2623923,seems like good logic,1.0
1956192,i m gonna miss those dayss,0.0
3031722,quot live on live on quot its on and poppin in my room right now lol miss you,1.0
1179458,@BrieParaham You are so welcome  Your posts are always so encouraging and uplifting - love to read them at the start of my day ,1.0
2072313,lol been a long time since it s been in colorado i m on waiting list for season tickets at new arena may only go x a year,0.0
2028164,wow a lot of stores in ktown are closed today boo must kill time oh amp i got a txt saying my txt to p s landline went through fo shame,0.0
1048219,@melodybell hahaha yes i know and i'd would be graduating with you but im next year  im quite nervous though haha :l. life  goes to fast!,1.0
1507159,@iamjuice hahahah you a fool for that juice rostine  lmao,1.0
1866235,urgh ive still not seeen it xx,0.0
2905986,is with her hunny amp amp ty this weekend will be a m a z i n g,1.0
1762181,nobody ever s makes me sad,0.0
926584,A blessed Mother's Day to my mama and all the fellow moms out there.  Enjoy your day ,1.0
2146680,i really need to clean my room looks like my closet exploded can t ever find shit in here,0.0
244492,I get a feeling I am gonna be camping out here in Denver for quite a while ,0.0
1691582,feels beaten up amp exhausted hope i feel better for theatresports comp tonight,0.0
2586507,lol the more u keep it real the more the fakes show their true colors so i have no choice,1.0
1435787,@Kali_roll what?!? I'm one of the nicest u will eva meet!! ,1.0
2259033,no new tune up on myspace yet,0.0
2329996,oh i m not very good at this then lt sobs gt,0.0
3042422,that s going to be so great i need to pick who i want to be,1.0
1719765,took the afternoon off because of the sick now going back for night class,0.0
774851,@gidgetch Dang! Not a good time to be without AC in SA! Brutal! Sorry to hear that ,0.0
736373,"@Blakeybelle ha, aww, hangovers  Seriously , try getting totally wrecked 3 nights running, feels like death! I wanna get fkd tonight! lol",0.0
1736765,shitbags me not them i m not going to be around in rochester tonight ironically i was in simply italian last night,0.0
960686,people's tweets make me laugh. im up TOO early. gonna do the art i missed. at least i feel better ,1.0
387995,"My baby has two faces- the happy and jolly morning face, which slowly turns to mean grouchy face as the evening progresses. Poor lil guy. ",0.0
1359574,can't wait until tomorrow ,1.0
1507516,Good night everyone. Sweet Dreams ,1.0
134295,Why do I take days off work? Ugh...it makes the day I come back absolute chaos!  ,0.0
2184128,well ive now got a chest infection and it hurts like a bitch i want kfc,0.0
336184,"For an hour reading the pr ethics notes, i was yawning for around ten times ",0.0
681583,why get_custom_valuses dont work? ,0.0
2456982,loves grid and lost on the xbox and my xbox live gamertag is m ttyyy so add it ya ll driving lesson tomoro l bed now night,1.0
1545372,"@hyunjin4jc pouring, even!  ",1.0
2401753,my bestfriend would kill me if i missed her wedding but if it was anything else,1.0
1555221,@jrod0021 I agree. Backroom chicken tenders?! ,1.0
1632337,how d it go really noticed the difference in keith s photos with the d i want one now,0.0
1488217,And I made the salsa! Yay!  xxPANDAd00dxx: the only good this about this party is the chips and salsa!! BORDEM!!!,1.0
3059148,its a bbq party peice thats sure i only had about x slices that was enough pork for me in one sitting,1.0
863289,http://twitpic.com/4e3th - I made cupcakes - the picture doesn't show it but they're obnoxiously pink ,1.0
2996628,loved hannah montana the movie it was so cute x,1.0
2940630,sia you are my favorite artist ever,1.0
1216930,Makan2 dkt secret recipe times square dgn beloved cousin ,1.0
1921975,i clearly have some broken hardware i really need to stop having hardware,0.0
1663652,shoulda gone to tinchy stryder s party ain t gonna say where i am though might hurt somoeones feelings,0.0
2427695,nope the exact quote was quot wanna split another quot,1.0
2231900,att workkk dyinggg to get the fxckkkkk outt,0.0
2099404,it s raining squarespace,0.0
2121881,misses living with back to orientation tommorow morning,0.0
79570,sNeAkEr pimps&lt;study ,0.0
1311413,"In search of clean restroom. Follow me   L:30.4030,-89.2545:",1.0
984926,"@StephenMulhern hey stephen,im just watching this morning  hope your ok  x",1.0
1003657,@santinoemmanuel ill give you some when your parents aren't looking ,1.0
23247,Just woke up. Got to go to church. I'm dying to see 17 Again ,0.0
3050327,txs the wake up txt msg i think my hubbie frm da boat,1.0
473137,@sarahvanbrimmer She's doing better. I'm staying home with her today just to make sure she is OK. Still not herself though ,0.0
2723650,september i love his version suuuuper,1.0
1798857,nope both buttons still disabled,0.0
2553830,good offline back later today or tomorrow hope everyone has a cool amp great monday,1.0
2456192,if it makes you feel any better you could buy it for me instead,1.0
2567511,hmm it s difficult cos i only have limited access to the server i ll let their tech know thanks richard,1.0
3111985,exactly sitting down to watch a new show quot hmm i wonder what this one s about oh drugs again quot,1.0
2598405,girl i spent too many hours watching reruns with you in em for this she s trashy keep being amazing,1.0
2772866,do u have a local business organization seriously i can help increaselocaltraffic online amp onsite,1.0
1525697,"good morning world! Sorry Anita, i just can't help it ",1.0
1411656,"Outside campus, so excited! I wana dance man!  Follow me if you like to go clubbing  x",1.0
228642,@Laurissaa We SO should of!! I'm sorry love I wish I got to see you tonight  I didn't do much at all but we will creep sometime this week!,0.0
1833751,blackberry storm k and b said quot did you tell her to wait for the new one that is coming out quot i said no forgot,0.0
2293553,home finally game lasted forever too bad the reds lost,0.0
1994847,i wish i could afford a kitten one that can put charlie in his place and still curl up with me at night,0.0
2267139,trying to upload some pics to the computer but it wont let me or dad,0.0
2878403,i wanted to watch that too but missed it was tom hanks on last night how was it there s no way conan can fail that show,1.0
2252967,i have been listening to show tunes for the past week and now i can t stop singing them depressing put a window in today,0.0
2906551,about do a show honering mr nygel lythgoe and mrs debbie allen and others will b here,1.0
454620,"BAH! BAH! BAH! alweer geen emilie, thanks for nothing! ",0.0
842665,"@ddlovato this is silly but i had a dance tryout on friday and i find out today if i made it, could you wish me luck &amp; pray for me please ",1.0
2845534,to my new lovley followers thanks for following yall,1.0
144889,@mkrl617 That's no fun  Why's he going?,0.0
2880471,takes a real genius to do that,1.0
387549,"Saw a snapping turtle on my run today! I think it was hurt, though... ",0.0
1559032,super happy  community service fer tennis was awesome,1.0
2130636,nooo the simsnya ga bisa not giving up,0.0
721065,i'd really like to eat this week without getting incredibly sick hours later ,0.0
727307,tweet maybe in the morning my mom is picking me up early ugh... ,0.0
2675206,don t sweat it if you can t i ll sweat for you,1.0
1503249,@calandrachicago ..them&quot; can u imagine that? @_maxwell_ Tell us abt it someday. Your memoir would be a nice place to start. ,1.0
2088931,had to make a police report scary man on the road well day s over sleepy time injera has me feelin that itis goodnight twitterians,0.0
198275,@Lark_vamp_ Oh my!  I have no special Squid Cures for stomach problems...  ,0.0
1424802,"@TeamUKskyvixen @NoToriousTori @OtaliaRocks Learnt the twitpic today, seems doable  It's gonna be fun having you all there with me ",1.0
2929161,cool no probs xxxx hugs x,1.0
2091539,all the flights home are logical none go out of the way the airline industry needs to help a girl out to get her some facetime,0.0
2476284,ha did she find out the only thing google came up with was some database acronym and quot dibbs quot on the front seat aka shotgun,1.0
1730886,all work and no play,0.0
363795,staying in today ,0.0
498867,Doing college stuff cause I'm a big girl...I don't get it  need to be done by Wednesday ah.,0.0
673760,@MzDavis09 awwww  my bad I went to sleep,0.0
998289,@sarahfisher67 http://twitpic.com/5fcsq - Future Indy 500 Champion!!! ,1.0
2301615,leaving canada in hours time,0.0
477495,Missing someone terribly ,0.0
541674,@TraciLeigh I just feel like I came here at a bad time b/c everyone is busy. I wanna go home ,0.0
1043800,@x__cindy why is that?  haha.,1.0
364052,First jumper of the year. How many river suicides this summer I wonder. Last year was about one a week ,0.0
2263340,i keep thinking it s at night and i have to put up with a sickening cute couple love my life,0.0
2705831,i wanna fuckin eat,1.0
301801,@djyounglegend that suckssss! ,0.0
893624,@bostonbibliophl This is why I do not have a television. I would never do anything else. ,1.0
1980282,hey sorry i missed you earlier friends are starting to get here and we will be leaving very soon for the beach,0.0
836704,"Just found out my Best friend is getting married, i'm not sure i'm ready for the commitment  I'm going to be a Best man is Switzerland ",1.0
800138,"@magopus Hahaha! Well if they ever run out of ideas, I'm nominating you to come up with some good ones. ",1.0
466504,muahahaha got microsoft office package! now i can actually use my laptop without it locking! harry potter is getting more depressing ,0.0
2364713,can t wait for my interview hopefully its a paid internship,0.0
1021848,@billzucker thank you  #followFriday,1.0
2619475,jessica is the shit i thought you all should know,1.0
1470005,smoke break #1 of 92.... today is gonna be a long one ,1.0
1832303,nopes it didn t olpc,0.0
1209173,floating in the river pretty much all weekend and got really tan  now i don't feel too great eh. off to bed. hitmeup.,1.0
1481660,"@ChiChiGlacierz BUT I UNDERSTAND, ",1.0
3220,it's raining outside. looks like snow but it's raining ,0.0
1040716,Is loving that Ted from scrubs was actually the awkward coach in Flubber first ,1.0
234642,texas wont be missed ... but @nickdechile will ,0.0
1977554,going back to uia tmrw,0.0
2257254,good morning everyone what a night cant sleep much again but i gotta feeling uuuuhhh,0.0
729985,My battery in the notebook is about to die ,0.0
1889199,its the one where jt dies,0.0
213711,@KellStyles I'm sorry to loose your friendship - I hope it wasn't something that I did or said to cause you to leave. ,0.0
1300976,@babygirlparis im so excited for the premiereee ,1.0
1561865,@lis4692 My mom too.  She loves not needing plastic pants now.   My in laws even do the cloth w/o complaint. #clothdiapers,1.0
1966938,god damn time difference missed all of the bpd fun last night,0.0
1801172,week of my beach body work out with billy blanks i slacked off for days,0.0
2329375,you know the whole jon and kate plus thing really makes me sad,0.0
2288304,neice is driving me insane save me anyone,0.0
2659483,remember days without god makes one weak have a blessed weekend,1.0
2047887,i can t get the page to load so i left like min ago why,0.0
2173243,i miss my daddy too,0.0
2984931,oh my dear you are not lame you are amazing and if someone wants to do that to you then they are the lame ones,1.0
2783010,omgods do i love tweetdeck,1.0
891997,"@jimmycarr i would agree, however on twitter i do wonder?! ",1.0
523180,@DontSayGoodbye omg that sucks..  kick her out!,0.0
1332415,painted my toes a nice double coat shade of maybelline's sparkly go go green. looks like kermit vomited on them. ,1.0
1001933,"Working on a new song eariler, going well so far! ",1.0
574734,i just wanna go to the pool today. i want to have a bbq party. ,0.0
1579819,So stoked... Holiday in the Maldives in 3 weeks! ,1.0
635775,My treadmill kept static-shocking me  I even got a little shock in my ear when i was plugged into the audio for the tv!  Scary.,0.0
1521950,Lalalaa hearing a peep in my hears and its soo ****** annoying ,1.0
939878,"@rossjones yeah, that should do the trick ",1.0
2147419,kids at work have lice i will quit if i get it,0.0
2654809,going to sit out and see can i go brown i m a redhead,1.0
505248,"@TheRealRyanHiga haha, i'll still be up then.  doing my essay.",0.0
1405515,IF U SEEK AMY ,1.0
673707,it's just too hot to sleep here tonight and  i'm *so* tired ,0.0
2246930,back after a long time just had avocado salmon at st paul twin cities busy on project with limited internet access hard to tweet,0.0
1077986,Lakers are da shit!!!!      Right Swinn???  lol,1.0
1858161,true but i don t think fitness is and unfortunately the path there is likely to have less eating in it,0.0
1906246,don t think i was hopeful on e mail though cause that went through quicker twitter froze on me but only a sec,0.0
2552007,thanks dave i ve put an ad in the paper on the net radio amp posters everywhere using any contacts i have it s looking grim,1.0
417263,"@jordanbartowski Yeah, ticketmaster is usually fast for me  So that sucks! Hope you get the tickets though!",0.0
2765461,yes my little boy is a deep thinker often surprises us with things like that sometimes it s hard to keep up with him,1.0
74275,its 6 am and I am still awake ,0.0
82515,@freecitysoul you're going to puerto rico?! im  so jealous! I haven't been since 05' ,0.0
2779256,more then freedom getting cake from wilko after history though elayne s getting twitter at last l,1.0
3102421,awwww thanks lt it s good to be back,1.0
955263,thinks she should be a motivational speaker... who gives up and kills herself ,1.0
2738089,forlorn skies by heaven shall burn by far one of the best songs to headbang to,1.0
2472563,that s how you go from series to season the days of being an elite team are over in dallas epl derby day tomorrow tell me what i miss,1.0
1598955,@buckInyc guilty as charged...it is my burden ,1.0
1568583,@jordanknight I can't wait til June 25th... Detroit 5 Star  I hope you remember me from the cruise!!!,1.0
1161187,@jeffparks First registrations for UX Australia have gone through; still working on client report into e-commerce operations ,1.0
999080,It's a beautiful day at EMU! Come tour the campus or play some sand volleyball next to the student center!  ,1.0
2556184,yea i havent seen her yet,1.0
1644060,i know she was being quite wardd i think it s coz her tooth still hurts,0.0
673716,should have tooken the weekend off still not fully recovered ,0.0
2178079,damn my tea has gone cold,0.0
2071840,gutted i missed the thunderstorm,0.0
2111444,before the storm and hun i will send it to ya but im in my ipod so i can t send,0.0
2433745,o m g i just watched a youtube video of you guys in amp cutest thing ever amp i really like your old style music,1.0
2216227,up late doing laundry no bueno,0.0
1763749,i ruined my lunch by eating half a bag of cheddar popcorn now i feel sick,0.0
2541687,make sure you take enough for medication when you get food poisoning,1.0
2206540,me too joke,0.0
1508390,@taylorswift13  thank you for rocking out tonight ..hardcore ,1.0
1872449,at work i left my ipod at home,0.0
563438,@janellechante WACK lmao i need to do something fun hmm...... PS3 is at home ,0.0
2544356,im writing the last assignment of my college career it s am amp im so tired watched quot party quot live on ytube im awake now,1.0
411877,@Maddieeann either he didn't mean to send it to you or he's playing hard to get ,0.0
1706663,she not on,0.0
2952064,clouds outside my windows a beautiful moonlight on them truth i am in heaven yuppiieeeee and to add music ta da,1.0
2230666,shoot me now the copier stopped workin been sittin here waitin for sum to come fix it for the past mins,0.0
779832,Pissed.. Im STILL ill ,0.0
1170060,@AceyBongos I'm good for it? What are they for though. I don't want to be greedy if I already have something ,1.0
1476040,Thank you everyone for the birthday wishes!!! ,1.0
442928,my phones stuck in a radio loop; i can do everything BUT text till i disconfigure the damn loop ,0.0
2425583,go go go go gold grill shawty that sh t whack,1.0
1409485,@ryanstar You've never had coffee?! You poor deprived child! ,1.0
2945206,make me some,1.0
808602,"french are way too serious on social media  @whatleydude was much more relaxed, had no paper to read from and it worked better ",1.0
466055,"@idntqivafck thnk u i appreciate it, and b4 i go to sleep y did u cough? I feel like im being moched ",0.0
1327441,I wonder if I'm the only one in the office with a tub full of oak and maple seedlings ,1.0
439179,@herdivineshadow Bah!  It seems to have stopped thundering now though...,0.0
689146,@twilightxgalaxy doh. already got tickets for London... ,0.0
3111138,i know how ve you been,1.0
1085559,@melodysong hey i m frm assunta too ,1.0
2848217,jason mraz is real good and soo talented check out this,1.0
566889,Another great day of algebra!! ohhh yay ,0.0
2078683,today i had to let my friend go because he doesn t want to get serious,0.0
1582994,@muusic I saw u on nightline ,1.0
2099642,going to the doctor today,0.0
3087320,and yeah it s been pretty stupid other than randy winning the title back o o wtf is trump even doing on my tv,1.0
636623,"@Hoops_angel Yup, sold out...I tried to get another one last week and all gone  Still looking round but nothing yet.",0.0
994930,@Carl360 Link me ,1.0
980941,"@davedawes best ideas used to be in bath, now its shower, time inflation! crowdsourced investment will happen, keep in touch ",1.0
190953,"@LangeFamily @Sarraharrah #LangeFamilySCAM  Ok, should I feel stupid?  I'm new so....are you scamming people or something? ",0.0
1205208,"@RagingBitch - what can I say, you have excellent taste, and I listened to it 3 times!  Seemed fair  ",1.0
1424399,"logging off now ladies, will be back on tom.morn, lets hope some lovely overnight tweets from our boys will come our way ",1.0
1869454,i told you you wouldn t like it hahaha it gets worse xx,0.0
1988862,all i can do is listen to you on myspace i am so frustrated no cd player must have download ugh,0.0
1881942,it was great working with at e she really is as cool as you think she is didn t get to meet the beatles,0.0
444346,@dougiemcfly ... ,0.0
2692022,i haven t been on here in forever juss chillin wit a friend thinkin bout nicko,1.0
2621451,just sang my favorite miley song on hannah montana one in a million,1.0
2370070,awwww that s so cute you have a new friend,1.0
107993,"@Rychdom I hate you, I'm so jealous ",0.0
3101238,yup we got it fixed we panicked at first but everything s fine,1.0
293117,Last @ScrippsPRSSA meeting of the quarter! I'm going to miss the seniors ,0.0
246450,Sad that @Joyfullyblessed doesn't respond to me... ,0.0
2536664,very good thanks honey got lots done around the house have a lovely feeling of self satisfaction this morning you,1.0
922381,@CarrieArmitage YEah! Good Morning!  And i hope u are great today! ,1.0
1042875,"@Spudski Just look when people are playing them and read what they say before the hash tag search, you'll get it. ",1.0
1269450,"Coconut rum with coke and lime. Call it the perry, i do. It's delicious. ",1.0
1694876,hey i know i wish i did now ah i should ofo got a pic,0.0
1833315,fayetteville will miss you,0.0
2430291,i love the moment when betty shoots the neighbors birds thanks for the great rec,1.0
907122,"Finally picked up some handwraps, but struggling to wrap my stronger hand with the other! Defo should have got some a lot sooner though ",1.0
396706,I had a fantastic time with my friends the other night. Miss them already ,0.0
2806014,yay cliqueoftwitter,1.0
601114,"Seriously missing my friends, @pagingpaige, @claudlim, @tinseltown &amp; Vian. ",0.0
382884,Teenagers outside blasting red hot chili peppers and queens of the stone age. Argh. I just want to listen to Kasabian in peace. ,0.0
844410,@mirandlebird LAWL HELLLOOO BACK  i'm glad you joined ,1.0
1931162,yo i still don t have a picture yet ano baaa,0.0
1100546,"@IronPatriot no, we both live in Sydney now  we live together",1.0
299493,@playspymaster can't login to playspymaster.com again ,0.0
354232,I think one of RiDATA CF cards lost my images ,0.0
144204,"On the plane, heading to Florida. Forcast not looking to good ",0.0
1093425,is heading home fro the bar. Had fun out! ,1.0
1758309,hi sharon missed you on our x factor last year come back x,0.0
442235,"Just had lil' Peanut's blessing ceremony and folks have gone home - little bit sad, still, at least I've got work tomorrow ",0.0
1692608,why did such a good workout have to be ruined by annoying news,0.0
152351,I am sad. I can't get married if I wanted to. I don't have a job. The Angels are losing. Critics are talking smack about Favre. ,0.0
1435458,June 22 beyonce conert  can't waittt,1.0
2266212,i need an exercise partner,0.0
788096,"Okay, for real...where are my keys? I'm getting tired of living in a black hole ",0.0
277085,@Getbendernow Wasnt me that called. ,0.0
2675870,so that s what this sandwich thing is all about lol in that case i got you,1.0
151768,@product19 so i got there a lil past 9 and the line was around the block. another day i guess ,0.0
330164,@magscostello at least your return will make the country a brighter and happier place to be! reading the news now though. ,0.0
2524453,at times,1.0
1583982,just watched kris Allen on Ellen. haha. he's so CUTE! but i still love ADAM! ,1.0
260018,/thinks &quot;guess she went to sleep&quot; ,0.0
1684245,has just been for her first post injury run her chest feels so tight its as though she never ran a mile in her life boo,0.0
